epoch,loss,time
1,0.787149,0.000000
2,0.966591,0.000000
3,0.762364,0.000000
4,0.988358,0.007000
5,0.781911,0.007000
6,1.139700,0.007000
7,0.969295,0.007000
8,0.783580,0.007000
9,1.096457,0.007000
10,1.162601,0.007000
11,0.557997,0.007000
12,0.547898,0.007000
13,0.981832,0.007000
14,0.565799,0.007000
15,1.333778,0.007000
16,0.780713,0.007000
17,0.960294,0.007000
18,1.122546,0.007000
19,1.145756,0.007000
20,1.148492,0.007000
21,1.111082,0.007000
22,0.896650,0.009000
23,0.567381,0.009000
24,0.186747,0.009000
25,1.133796,0.009000
26,0.736277,0.009000
27,1.272316,0.009000
28,0.874129,0.009000
29,0.553402,0.009000
30,0.841861,0.009000
31,1.095744,0.009000
32,0.636623,0.009000
33,0.821032,0.009000
34,0.694806,0.009000
35,0.322653,0.009000
36,0.507076,0.009000
37,0.813202,0.009000
38,0.734113,0.009000
39,0.591266,0.011000
40,0.687356,0.011000
41,0.561886,0.011000
42,0.485305,0.011000
43,0.484150,0.011000
44,0.461382,0.011000
45,0.335151,0.011000
46,0.497256,0.011000
47,0.520154,0.011000
48,0.479328,0.011000
49,0.401938,0.011000
50,0.582267,0.011000
51,0.498421,0.011000
52,0.502046,0.011000
53,0.494172,0.011000
54,0.508293,0.011000
55,0.492032,0.011000
56,0.491524,0.011000
57,0.468806,0.011000
58,0.420477,0.013000
59,0.518464,0.013000
60,0.488758,0.013000
61,0.502044,0.013000
62,0.425550,0.013000
63,0.383327,0.013000
64,0.593315,0.013000
65,0.487420,0.013000
66,0.504712,0.013000
67,0.516864,0.013000
68,0.486125,0.013000
69,0.472329,0.013000
70,0.520027,0.013000
71,0.452187,0.013000
72,0.474739,0.013000
73,0.486400,0.013000
74,0.429694,0.013000
75,0.535303,0.013000
76,0.484344,0.015000
77,0.440338,0.015000
78,0.516965,0.015000
79,0.479076,0.015000
80,0.499985,0.015000
81,0.462889,0.015000
82,0.470027,0.015000
83,0.447239,0.015000
84,0.408892,0.015000
85,0.501135,0.016000
86,0.342857,0.016000
87,0.563768,0.016000
88,0.499541,0.016000
89,0.449545,0.016000
90,0.506499,0.016000
91,0.479884,0.017000
92,0.455703,0.017000
93,0.478903,0.017000
94,0.461649,0.017000
95,0.449426,0.017000
96,0.480129,0.017000
97,0.422358,0.017000
98,0.506028,0.017000
99,0.465036,0.017000
100,0.468096,0.017000
101,0.471804,0.017000
102,0.459199,0.017000
103,0.437359,0.017000
104,0.449587,0.017000
105,0.477738,0.017000
106,0.417364,0.017000
107,0.493713,0.017000
108,0.473805,0.017000
109,0.443517,0.017000
110,0.462006,0.017000
111,0.451869,0.017000
112,0.468580,0.017000
113,0.477322,0.017000
114,0.473065,0.017000
115,0.450918,0.017000
116,0.452404,0.017000
117,0.450386,0.017000
118,0.488944,0.017000
119,0.451601,0.017000
120,0.442284,0.017000
121,0.482947,0.017000
122,0.440808,0.017000
123,0.446912,0.017000
124,0.464587,0.017000
125,0.446041,0.017000
126,0.471741,0.017000
127,0.462595,0.017000
128,0.431430,0.017000
129,0.460289,0.017000
130,0.439114,0.017000
131,0.452415,0.017000
132,0.456133,0.017000
133,0.400649,0.017000
134,0.455524,0.017000
135,0.462758,0.017000
136,0.508600,0.023000
137,0.446326,0.023000
138,0.432772,0.023000
139,0.450590,0.023000
140,0.473018,0.023000
141,0.447733,0.023000
142,0.454273,0.023000
143,0.463739,0.023000
144,0.423177,0.023000
145,0.435040,0.023000
146,0.408313,0.023000
147,0.462734,0.023000
148,0.457727,0.023000
149,0.480616,0.023000
150,0.452820,0.023000
151,0.422453,0.023000
152,0.447238,0.023000
153,0.431178,0.023000
154,0.458625,0.023000
155,0.438665,0.023000
156,0.449705,0.023000
157,0.445283,0.023000
158,0.433345,0.023000
159,0.465831,0.023000
160,0.432622,0.023000
161,0.439274,0.023000
162,0.450932,0.023000
163,0.455158,0.023000
164,0.430939,0.023000
165,0.445469,0.023000
166,0.481718,0.023000
167,0.424854,0.023000
168,0.402325,0.023000
169,0.406742,0.026000
170,0.479975,0.026000
171,0.433711,0.026000
172,0.437392,0.026000
173,0.422234,0.026000
174,0.488616,0.026000
175,0.431351,0.026000
176,0.452023,0.026000
177,0.451898,0.026000
178,0.440740,0.026000
179,0.429961,0.026000
180,0.433734,0.026000
181,0.442025,0.026000
182,0.409613,0.026000
183,0.439787,0.026000
184,0.430219,0.026000
185,0.424763,0.026000
186,0.435060,0.026000
187,0.422900,0.026000
188,0.452499,0.026000
189,0.439414,0.026000
190,0.408304,0.026000
191,0.437963,0.026000
192,0.406002,0.026000
193,0.379034,0.026000
194,0.291007,0.026000
195,0.413632,0.026000
196,0.507270,0.026000
197,0.519510,0.026000
198,0.425620,0.026000
199,0.415678,0.026000
200,0.430720,0.026000
201,0.436920,0.030000
202,0.445362,0.030000
203,0.461546,0.030000
204,0.418906,0.030000
205,0.443522,0.030000
206,0.396623,0.030000
207,0.459499,0.030000
208,0.389367,0.030000
209,0.426490,0.030000
210,0.440822,0.030000
211,0.426921,0.030000
212,0.443707,0.032000
213,0.421422,0.032000
214,0.444056,0.032000
215,0.399393,0.032000
216,0.426258,0.032000
217,0.419982,0.032000
218,0.459868,0.032000
219,0.433938,0.032000
220,0.434897,0.032000
221,0.416798,0.032000
222,0.440616,0.032000
223,0.448109,0.032000
224,0.419004,0.032000
225,0.427000,0.032000
226,0.413881,0.032000
227,0.414011,0.032000
228,0.470867,0.032000
229,0.429237,0.032000
230,0.422576,0.032000
231,0.417115,0.032000
232,0.407492,0.032000
233,0.430273,0.032000
234,0.453652,0.032000
235,0.402830,0.035000
236,0.429312,0.035000
237,0.415434,0.035000
238,0.412806,0.035000
239,0.430452,0.035000
240,0.397306,0.035000
241,0.412812,0.035000
242,0.423813,0.035000
243,0.425464,0.035000
244,0.434089,0.035000
245,0.428150,0.035000
246,0.435346,0.035000
247,0.430613,0.035000
248,0.476097,0.035000
249,0.378403,0.035000
250,0.447909,0.035000
251,0.390065,0.035000
252,0.435016,0.035000
253,0.426305,0.035000
254,0.376257,0.035000
255,0.435237,0.035000
256,0.424530,0.035000
257,0.408379,0.035000
258,0.398170,0.035000
259,0.398761,0.035000
260,0.442773,0.035000
261,0.464755,0.035000
262,0.411386,0.035000
263,0.391249,0.035000
264,0.464488,0.035000
265,0.445022,0.035000
266,0.454472,0.035000
267,0.437906,0.035000
268,0.433205,0.035000
269,0.401932,0.035000
270,0.402997,0.035000
271,0.437827,0.035000
272,0.437807,0.035000
273,0.401867,0.035000
274,0.416094,0.035000
275,0.425446,0.035000
276,0.411103,0.035000
277,0.425867,0.035000
278,0.454961,0.035000
279,0.410790,0.035000
280,0.400455,0.035000
281,0.392731,0.035000
282,0.418331,0.035000
283,0.388416,0.035000
284,0.406077,0.035000
285,0.412661,0.035000
286,0.431858,0.035000
287,0.437056,0.035000
288,0.435350,0.035000
289,0.375267,0.035000
290,0.382687,0.035000
291,0.431484,0.035000
292,0.400698,0.035000
293,0.458076,0.035000
294,0.395306,0.035000
295,0.418091,0.035000
296,0.437907,0.035000
297,0.458249,0.035000
298,0.506265,0.035000
299,0.446855,0.035000
300,0.427294,0.035000
301,0.421419,0.035000
302,0.417494,0.035000
303,0.396933,0.035000
304,0.398208,0.035000
305,0.418265,0.035000
306,0.409040,0.035000
307,0.402169,0.035000
308,0.417975,0.035000
309,0.404166,0.035000
310,0.398665,0.035000
311,0.441422,0.035000
312,0.408950,0.035000
313,0.431757,0.035000
314,0.395442,0.046000
315,0.420717,0.046000
316,0.401077,0.046000
317,0.403672,0.046000
318,0.437542,0.046000
319,0.435858,0.046000
320,0.438292,0.046000
321,0.386616,0.046000
322,0.439914,0.046000
323,0.404300,0.046000
324,0.447304,0.046000
325,0.442158,0.046000
326,0.409040,0.046000
327,0.426030,0.046000
328,0.419524,0.046000
329,0.424593,0.048000
330,0.435796,0.048000
331,0.421375,0.048000
332,0.422448,0.048000
333,0.431381,0.048000
334,0.377022,0.048000
335,0.414947,0.048000
336,0.422114,0.048000
337,0.394422,0.048000
338,0.449008,0.048000
339,0.399735,0.048000
340,0.422981,0.048000
341,0.425458,0.048000
342,0.459413,0.048000
343,0.392160,0.048000
344,0.408616,0.048000
345,0.417666,0.048000
346,0.385276,0.048000
347,0.445621,0.048000
348,0.427431,0.048000
349,0.424345,0.048000
350,0.417017,0.048000
351,0.416198,0.048000
352,0.423318,0.048000
353,0.428847,0.048000
354,0.437391,0.048000
355,0.387569,0.048000
356,0.443344,0.048000
357,0.412816,0.048000
358,0.410323,0.048000
359,0.398023,0.048000
360,0.421490,0.048000
361,0.421723,0.048000
362,0.378637,0.048000
363,0.431537,0.048000
364,0.401000,0.048000
365,0.389464,0.048000
366,0.412653,0.048000
367,0.445853,0.048000
368,0.431805,0.048000
369,0.389113,0.048000
370,0.398467,0.048000
371,0.433783,0.048000
372,0.429778,0.048000
373,0.425053,0.048000
374,0.363210,0.048000
375,0.384968,0.048000
376,0.439325,0.048000
377,0.429226,0.048000
378,0.422023,0.048000
379,0.400892,0.048000
380,0.415147,0.048000
381,0.379911,0.048000
382,0.416668,0.048000
383,0.427916,0.048000
384,0.424751,0.048000
385,0.435100,0.048000
386,0.421989,0.048000
387,0.443428,0.048000
388,0.425858,0.048000
389,0.407714,0.048000
390,0.430363,0.048000
391,0.403218,0.048000
392,0.436770,0.048000
393,0.443534,0.048000
394,0.404487,0.048000
395,0.417725,0.048000
396,0.433447,0.048000
397,0.386412,0.048000
398,0.439019,0.048000
399,0.447513,0.048000
400,0.418450,0.048000
401,0.397524,0.048000
402,0.406018,0.048000
403,0.411955,0.048000
404,0.421601,0.048000
405,0.426402,0.048000
406,0.415145,0.048000
407,0.381068,0.048000
408,0.436651,0.048000
409,0.431281,0.048000
410,0.403455,0.048000
411,0.399290,0.048000
412,0.410418,0.048000
413,0.398781,0.048000
414,0.448552,0.048000
415,0.391719,0.048000
416,0.370956,0.048000
417,0.430313,0.048000
418,0.351388,0.048000
419,0.389835,0.048000
420,0.404321,0.048000
421,0.430578,0.048000
422,0.412641,0.048000
423,0.439285,0.048000
424,0.442365,0.048000
425,0.436258,0.048000
426,0.420144,0.048000
427,0.425055,0.048000
428,0.445622,0.048000
429,0.431339,0.048000
430,0.411027,0.048000
431,0.393044,0.048000
432,0.401291,0.048000
433,0.358738,0.048000
434,0.362196,0.048000
435,0.464306,0.048000
436,0.417859,0.048000
437,0.395955,0.048000
438,0.391427,0.048000
439,0.418286,0.048000
440,0.408492,0.048000
441,0.413092,0.048000
442,0.385381,0.048000
443,0.390759,0.048000
444,0.400762,0.048000
445,0.367049,0.048000
446,0.423159,0.048000
447,0.399460,0.048000
448,0.423978,0.048000
449,0.419803,0.048000
450,0.422709,0.048000
451,0.445886,0.048000
452,0.429557,0.048000
453,0.438281,0.048000
454,0.404501,0.048000
455,0.414454,0.048000
456,0.428900,0.048000
457,0.392333,0.048000
458,0.408069,0.048000
459,0.396919,0.048000
460,0.372239,0.048000
461,0.413381,0.048000
462,0.408072,0.048000
463,0.391779,0.048000
464,0.407071,0.048000
465,0.418431,0.064000
466,0.399374,0.064000
467,0.453024,0.064000
468,0.394061,0.064000
469,0.400269,0.065000
470,0.387578,0.065000
471,0.397306,0.065000
472,0.421139,0.065000
473,0.419782,0.065000
474,0.400275,0.065000
475,0.395821,0.065000
476,0.419045,0.065000
477,0.416181,0.065000
478,0.412844,0.065000
479,0.368474,0.065000
480,0.442035,0.065000
481,0.422487,0.065000
482,0.424867,0.065000
483,0.462369,0.065000
484,0.392149,0.065000
485,0.429637,0.065000
486,0.398144,0.065000
487,0.406482,0.065000
488,0.393712,0.065000
489,0.408429,0.065000
490,0.409646,0.065000
491,0.427452,0.065000
492,0.398677,0.065000
493,0.421443,0.065000
494,0.402961,0.065000
495,0.418299,0.065000
496,0.408297,0.065000
497,0.399635,0.065000
498,0.449760,0.065000
499,0.370839,0.065000
500,0.382164,0.065000
