epoch,loss,time
1,0.591015,0.000000
2,0.792418,0.000000
3,0.998509,0.000000
4,1.197217,0.000000
5,0.399826,0.000000
6,1.191408,0.000000
7,0.796128,0.000000
8,0.794250,0.000000
9,0.998225,0.000000
10,0.795830,0.000000
11,0.790867,0.000000
12,1.196077,0.000000
13,1.197707,0.000000
14,0.598607,0.000000
15,0.989924,0.000000
16,0.795173,0.000000
17,0.398342,0.000000
18,1.366855,0.000000
19,0.991114,0.000000
20,0.788100,0.000000
21,0.777471,0.000000
22,0.590296,0.000000
23,0.599155,0.000000
24,1.187297,0.000000
25,1.195464,0.000000
26,1.390576,0.000000
27,1.397644,0.000000
28,0.793215,0.000000
29,1.196994,0.000000
30,0.795093,0.000000
31,0.994085,0.000000
32,0.598927,0.000000
33,0.797660,0.000000
34,0.967564,0.000000
35,0.800334,0.000000
36,0.790690,0.000000
37,0.994315,0.000000
38,1.188463,0.000000
39,0.995197,0.000000
40,1.187057,0.000000
41,0.794829,0.000000
42,0.593706,0.000000
43,0.797215,0.015000
44,0.797323,0.015000
45,0.798695,0.015000
46,1.191008,0.015000
47,0.798987,0.015000
48,0.998268,0.015000
49,1.197754,0.015000
50,1.193309,0.016000
51,0.995968,0.016000
52,0.788968,0.016000
53,0.798237,0.016000
54,0.798961,0.016000
55,1.593396,0.016000
56,0.797324,0.016000
57,0.797854,0.016000
58,1.387935,0.017000
59,0.598870,0.017000
60,1.798899,0.017000
61,0.777395,0.017000
62,0.993494,0.017000
63,1.196565,0.017000
64,0.799068,0.017000
65,0.797578,0.017000
66,0.797055,0.017000
67,0.998729,0.017000
68,0.997120,0.017000
69,0.596548,0.017000
70,1.393047,0.017000
71,0.397900,0.017000
72,0.996354,0.017000
73,0.797174,0.017000
74,0.799316,0.017000
75,1.190599,0.019000
76,0.795242,0.019000
77,0.599801,0.019000
78,0.597346,0.019000
79,0.991038,0.019000
80,1.590022,0.019000
81,0.995098,0.019000
82,0.998290,0.019000
83,0.798905,0.019000
84,0.798436,0.019000
85,1.188259,0.019000
86,0.797407,0.019000
87,0.791683,0.019000
88,0.987516,0.019000
89,0.598143,0.019000
90,0.791332,0.019000
91,0.997230,0.019000
92,0.994472,0.021000
93,0.996585,0.021000
94,0.600252,0.021000
95,0.795989,0.021000
96,1.390074,0.021000
97,0.998018,0.021000
98,0.998906,0.021000
99,0.995835,0.021000
100,0.989705,0.021000
101,0.798593,0.021000
102,0.996742,0.021000
103,0.798441,0.021000
104,0.796845,0.021000
105,1.188771,0.021000
106,0.996732,0.021000
107,0.597592,0.023000
108,0.996245,0.023000
109,1.190983,0.023000
110,0.994999,0.023000
111,0.788864,0.023000
112,1.188986,0.023000
113,1.593578,0.023000
114,1.396053,0.023000
115,0.998446,0.023000
116,0.796328,0.023000
117,0.399980,0.023000
118,0.798774,0.023000
119,0.397814,0.023000
120,0.797631,0.023000
121,1.198269,0.023000
122,1.170213,0.023000
123,0.998233,0.023000
124,0.795824,0.023000
125,0.199759,0.023000
126,0.797879,0.023000
127,0.597118,0.023000
128,1.396093,0.023000
129,1.396713,0.023000
130,0.989386,0.023000
131,1.198706,0.023000
132,1.195439,0.023000
133,1.396972,0.023000
134,1.189382,0.023000
135,1.594528,0.023000
136,0.994598,0.023000
137,0.199518,0.023000
138,0.987588,0.023000
139,1.191584,0.023000
140,0.994921,0.023000
141,0.797984,0.023000
142,1.595730,0.023000
143,0.996668,0.023000
144,0.786969,0.023000
145,0.989327,0.023000
146,1.395754,0.023000
147,0.599301,0.023000
148,0.398235,0.023000
149,0.389320,0.023000
150,0.794594,0.023000
151,1.198241,0.023000
152,0.968909,0.023000
153,1.397249,0.023000
154,0.787901,0.023000
155,1.179774,0.023000
156,0.998178,0.023000
157,0.791458,0.023000
158,0.799354,0.023000
159,1.182361,0.023000
160,0.997750,0.023000
161,0.997776,0.023000
162,1.391633,0.023000
163,1.397452,0.023000
164,1.393740,0.023000
165,0.797636,0.023000
166,0.993866,0.023000
167,0.998078,0.023000
168,1.195943,0.023000
169,0.997401,0.023000
170,0.793669,0.023000
171,0.799012,0.023000
172,0.797400,0.023000
173,0.989296,0.023000
174,1.197780,0.023000
175,1.194576,0.031000
176,1.185191,0.031000
177,0.796977,0.031000
178,0.959376,0.031000
179,0.999195,0.031000
180,1.583825,0.031000
181,1.196818,0.031000
182,1.190465,0.031000
183,0.598759,0.031000
184,0.795215,0.031000
185,1.191128,0.031000
186,0.993277,0.031000
187,1.194153,0.031000
188,0.997794,0.031000
189,0.796100,0.031000
190,0.998530,0.031000
191,0.998613,0.031000
192,0.599138,0.031000
193,0.997572,0.031000
194,0.997691,0.031000
195,0.199566,0.031000
196,0.998296,0.031000
197,0.993370,0.031000
198,0.793301,0.031000
199,1.196603,0.031000
200,1.393413,0.031000
201,1.187078,0.031000
202,0.996900,0.031000
203,0.799492,0.031000
204,0.998290,0.031000
205,1.394646,0.031000
206,1.196319,0.031000
207,0.991235,0.031000
208,0.597333,0.031000
209,1.397011,0.031000
210,1.185505,0.031000
211,0.993012,0.031000
212,0.599292,0.031000
213,0.998810,0.031000
214,0.597995,0.031000
215,1.586041,0.031000
216,0.798217,0.031000
217,1.383605,0.031000
218,1.192727,0.031000
219,0.399984,0.031000
220,0.998244,0.031000
221,0.998822,0.031000
222,1.002174,0.031000
223,1.398588,0.031000
224,1.197652,0.031000
225,1.392007,0.031000
226,0.995923,0.031000
227,0.799365,0.031000
228,1.397751,0.031000
229,1.595520,0.031000
230,0.996300,0.031000
231,0.796159,0.031000
232,0.399281,0.031000
233,1.390250,0.031000
234,0.399168,0.031000
235,0.596296,0.031000
236,1.194928,0.031000
237,0.997130,0.031000
238,0.796494,0.031000
239,0.998286,0.031000
240,0.796282,0.031000
241,1.393346,0.031000
242,0.996739,0.031000
243,1.592468,0.031000
244,1.790435,0.031000
245,0.987242,0.031000
246,0.795111,0.031000
247,0.992884,0.031000
248,1.203628,0.031000
249,0.797406,0.031000
250,0.790053,0.031000
251,0.998361,0.031000
252,0.398680,0.031000
253,0.998968,0.031000
254,1.596905,0.031000
255,0.997312,0.031000
256,1.393319,0.031000
257,0.996892,0.031000
258,0.798102,0.031000
259,0.791649,0.031000
260,0.199659,0.031000
261,1.193500,0.031000
262,1.386178,0.031000
263,0.599691,0.031000
264,1.397620,0.031000
265,0.994158,0.031000
266,0.793566,0.031000
267,1.192277,0.031000
268,0.596001,0.031000
269,0.595490,0.031000
270,0.996102,0.031000
271,0.997591,0.031000
272,1.196828,0.031000
273,1.196703,0.031000
274,0.996501,0.031000
275,0.985858,0.031000
276,1.392369,0.031000
277,1.392425,0.031000
278,1.193977,0.031000
279,1.194271,0.031000
280,1.196843,0.031000
281,0.599658,0.031000
282,1.765431,0.031000
283,1.387243,0.031000
284,1.195473,0.031000
285,1.190102,0.031000
286,1.396447,0.031000
287,1.395443,0.031000
288,0.798709,0.031000
289,0.597979,0.031000
290,1.390338,0.031000
291,1.194523,0.031000
292,0.192557,0.031000
293,0.991033,0.031000
294,0.599315,0.031000
295,0.998711,0.031000
296,1.385900,0.031000
297,0.990977,0.031000
298,0.996153,0.031000
299,0.992935,0.031000
300,1.193585,0.031000
301,0.798719,0.031000
302,1.395955,0.031000
303,0.595391,0.031000
304,0.599233,0.031000
305,0.592475,0.031000
306,0.598233,0.031000
307,1.196111,0.031000
308,1.382071,0.031000
309,0.997795,0.031000
310,0.997822,0.031000
311,0.798416,0.031000
312,1.195539,0.031000
313,0.996764,0.047000
314,0.991639,0.047000
315,0.995665,0.047000
316,0.598475,0.047000
317,1.377101,0.047000
318,0.798096,0.047000
319,0.793410,0.047000
320,0.793535,0.047000
321,1.196641,0.047000
322,0.598958,0.047000
323,1.792478,0.047000
324,0.598930,0.047000
325,1.596041,0.047000
326,0.997944,0.047000
327,1.594749,0.047000
328,0.995217,0.047000
329,1.196826,0.047000
330,0.796420,0.047000
331,1.396453,0.047000
332,0.994215,0.047000
333,1.593119,0.047000
334,0.399471,0.047000
335,0.799046,0.047000
336,0.992275,0.047000
337,0.796921,0.047000
338,1.197488,0.047000
339,0.797736,0.047000
340,0.998092,0.047000
341,1.191339,0.047000
342,0.993303,0.047000
343,1.192143,0.047000
344,0.399243,0.047000
345,0.990026,0.047000
346,1.195737,0.047000
347,0.595107,0.047000
348,0.598800,0.047000
349,0.994126,0.047000
350,0.994180,0.047000
351,1.195670,0.047000
352,1.387969,0.047000
353,0.597612,0.047000
354,1.197977,0.047000
355,0.790081,0.047000
356,0.996244,0.047000
357,0.799118,0.047000
358,1.191731,0.047000
359,0.596775,0.047000
360,1.785009,0.047000
361,0.996549,0.047000
362,0.995690,0.047000
363,0.594727,0.047000
364,0.996659,0.047000
365,0.993579,0.047000
366,0.997008,0.047000
367,0.598754,0.047000
368,0.597855,0.047000
369,1.194460,0.047000
370,1.396874,0.047000
371,1.195369,0.047000
372,0.798152,0.047000
373,0.792635,0.047000
374,1.379043,0.047000
375,1.191099,0.047000
376,0.996616,0.047000
377,1.191562,0.047000
378,0.798557,0.047000
379,1.383737,0.047000
380,1.396270,0.047000
381,1.197296,0.047000
382,1.395768,0.047000
383,0.798055,0.047000
384,0.798761,0.047000
385,1.795703,0.047000
386,0.794769,0.047000
387,0.791058,0.047000
388,0.798951,0.047000
389,1.194241,0.047000
